0,1
2131,1431
61,83
198,104
338,82
402,87
483,92
501,109
755,72
815,96
907,91
980,74
1238,78
1553,99
1605,82
1895,95
1895,102
1970,86
2038,71
2258,108
2280,76
2352,79
2352,105
2366,75
2572,103
2596,100
2669,111
2796,82
2873,89
2939,112
2971,98
2999,106
3238,85
3312,94
3313,80
3353,77
3494,88
3562,101
3638,70
3924,74
4058,93
4096,110
4140,88
4424,97
4458,79
4458,105
4461,84
4745,90
4851,73
4857,81
5104,95
5104,102
126,142
152,128
310,140
647,149
916,122
1071,146
1088,131
1195,116
1265,136
1344,127
1349,141
1431,115
1535,150
1654,123
1663,145
1823,119
2005,148
2041,120
2375,137
2928,130
3013,114
3076,124
3093,138
3267,133
3269,144
3419,118
3455,121
3487,134
4176,143
4178,125
4288,113
4540,129
4541,139
4844,132
4845,135
5170,147
5300,117
5320,126
24,518
114,473
130,519
145,582
154,562
197,598
267,612
302,500
315,505
315,591
344,488
464,536
472,566
488,552
509,524
556,468
562,594
563,511
746,464
749,539
785,555
806,569
823,528
833,480
865,497
875,590
893,508
991,546
1100,558
1129,587
1145,531
1151,601
1189,504
1201,576
1204,493
1245,616
1254,608
1288,476
1348,542
1362,563
1394,547
1497,535
1499,577
1502,520
1520,572
1537,489
1644,538
1655,474
1692,506
1693,479
1743,515
1805,469
1811,595
1857,501
1881,568
1922,600
1971,496
1990,609
1996,484
2080,527
2156,505
2156,591
2172,463
2189,615
2199,605
2257,604
2386,507
2386,559
2423,543
2481,573
2496,514
2500,548
2507,532
2519,585
2593,483
2662,530
2663,596
2709,470
2751,502
2767,578
2836,557
2934,541
2950,567
2975,599
2992,526
3069,614
3109,507
3109,559
3154,490
3158,516
3198,485
3260,475
3277,521
3281,584
3300,564
3325,554
3344,603
3371,579
3397,495
3409,510
3425,606
3438,618
3469,478
3493,544
3566,565
3595,549
3634,560
3660,589
3667,462
3704,482
3730,499
3754,513
3757,592
3777,574
3828,611
3909,467
3954,571
3998,533
4079,491
4147,503
4156,486
4161,610
4170,472
4227,553
4257,597
4260,529
4285,517
4318,471
4365,581
4373,583
4384,522
4495,613
4573,551
4605,525
4681,617
4730,588
4735,570
4740,461
4780,481
4799,494
4810,492
4852,540
4911,523
4943,580
4966,575
4983,512
4986,550
4993,465
5002,607
5035,487
5074,534
5111,477
5117,602
5142,498
5207,561
5220,556
5227,545
5325,509
5337,593
487,718
1500,719
1914,723
2566,715
2799,722
2957,720
3741,721
3979,714
3991,716
4056,717
28,779
44,794
59,826
133,772
233,750
314,730
386,767
426,736
443,784
459,800
482,811
583,816
585,841
602,823
625,726
665,747
734,787
737,725
741,780
764,770
765,739
837,836
862,776
881,805
938,819
1001,760
1034,830
1064,791
1102,840
1136,743
1172,834
1253,803
1397,763
1413,795
1433,768
1481,735
1510,801
1528,812
1604,827
1673,820
1673,822
1723,728
1723,755
1786,741
1796,751
1831,817
1833,808
1871,731
1901,785
1904,832
2017,786
2035,818
2054,752
2178,781
2187,724
2208,756
2222,839
2227,727
2353,790
2372,775
2440,746
2509,738
2577,734
2606,759
2634,831
2859,732
2861,828
2865,769
2903,789
2964,813
3010,742
3060,807
3144,833
3153,764
3189,796
3273,782
3292,802
3306,753
3315,838
3458,821
3548,762
3636,798
3787,825
3801,728
3801,755
3871,758
3933,774
3977,745
3984,793
4004,815
4059,744
4061,810
4124,829
4131,733
4197,773
4250,778
4315,749
4348,737
4355,783
4383,799
4567,754
4576,765
4621,766
4632,756
4700,740
4768,837
4783,761
4860,820
4860,822
4861,771
4899,792
4922,748
4971,804
5008,809
5025,729
5051,835
5066,814
5126,757
5169,788
5193,777
5206,824
94,978
108,952
194,970
298,951
384,974
409,956
458,947
507,966
595,947
697,977
889,962
1475,953
1558,971
1803,961
1976,973
2069,959
2339,976
2522,950
2585,967
2730,972
3086,946
3097,976
3234,954
3457,949
3555,977
3690,968
3745,964
3935,970
4017,977
4080,969
4328,955
4443,965
4699,948
4801,975
4984,963
5232,958
82,1111
216,1099
797,1108
1085,1104
1410,1100
1861,1097
2195,1107
2504,1103
2988,1101
3095,1098
3206,1110
3606,1106
4608,1102
4669,1105
5003,1109
353,1154
450,1129
599,1134
771,1145
846,1130
918,1119
978,1139
1192,1150
1293,1115
1405,1125
1744,1140
1756,1142
1858,1118
2102,1121
2121,1133
2230,1114
2470,1149
2534,1137
2718,1148
2815,1122
2827,1152
2925,1127
3015,1112
3147,1155
3161,1141
3171,1143
3372,1132
3478,1117
3751,1151
3791,1136
3819,1121
3867,1126
4266,1153
4300,1147
4375,1128
4377,1135
4499,1113
4590,1123
4593,1144
4716,1116
4850,1144
4874,1146
5005,1120
5287,1131
5327,1138
52,1332
52,1367
238,1373
382,1362
470,1341
671,1358
808,1336
993,1371
1312,1347
1451,1373
1523,1352
1589,1361
1674,1376
1739,1364
1908,1339
2115,1368
2225,1354
2252,1342
2562,1346
2582,1335
2603,1357
2745,1333
3192,1360
3193,1365
3335,1340
3436,1350
3546,1369
3625,1377
3650,1353
3672,1343
3683,1332
3683,1367
3765,1348
3839,1334
3956,1355
4148,1345
4192,1375
4278,1366
4349,1349
4371,1351
4456,1363
4580,1338
4636,1374
4769,1359
4906,1337
4950,1372
5038,1356
5069,1344
5273,1370
290,1380
292,1386
383,1393
434,1417
523,1427
696,1403
726,1413
816,1408
822,1397
828,1418
915,1434
1305,1423
1430,1439
1484,1382
1490,1410
1508,1437
1677,1379
1891,1392
1912,1414
1929,1399
1948,1430
1952,1428
2210,1390
2307,1402
2392,1407
2514,1433
2565,1422
2676,1431
2708,1411
2742,1383
2778,1421
2797,1400
2922,1411
2987,1425
2994,1388
3089,1378
3329,1415
3365,1429
3495,1398
3705,1420
3775,1436
3829,1395
3888,1405
3951,1406
4000,1385
4074,1416
4109,1426
4111,1432
4231,1401
4363,1412
4592,1389
4695,1391
4733,1424
4778,1438
4909,1409
4930,1419
5009,1435
5115,1394
5137,1404
5182,1381
5241,1396
388,1500
1035,1492
1989,1497
2045,1496
2474,1491
2890,1498
3476,1495
3574,1490
4038,1488
4295,1493
4462,1499
5245,1494
5293,1489
299,1571
375,1577
508,1566
1838,1568
1875,1578
1937,1565
2020,1570
2290,1575
2624,1573
2837,1576
2905,1579
2982,1564
3078,1569
3398,1572
3729,1574
3782,1581
4440,1567
4763,1563
5012,1580
14,1777
72,1723
95,1774
128,1772
261,1789
266,1753
345,1757
393,1743
500,1746
519,1728
681,1795
714,1720
792,1731
838,1750
839,1760
1030,1769
1060,1753
1106,1735
1148,1765
1193,1792
1243,1738
1306,1781
1582,1747
1686,1778
1712,1727
1802,1783
1870,1786
1909,1756
1947,1761
2057,1782
2228,1732
2263,1766
2298,1784
2328,1741
2472,1793
2554,1736
2608,1751
2639,1771
2647,1721
2658,1748
2664,1763
2787,1779
2896,1718
2941,1788
2955,1733
2990,1730
3055,1790
3139,1759
3384,1794
3444,1740
3477,1726
3510,1755
3578,1770
3696,1767
3702,1752
3902,1722
3965,1785
4030,1787
4054,1734
4088,1764
4139,1742
4151,1773
4174,1775
4208,1776
4302,1724
4418,1758
4428,1745
4484,1744
4600,1729
4656,1791
4666,1754
4764,1749
4876,1725
5006,1739
5049,1737
5090,1768
5159,1719
5238,1780
131,1875
161,1859
192,1828
258,1843
262,1804
362,1825
468,1855
479,1870
557,1808
634,1872
634,1891
721,1867
733,1906
742,1904
763,1837
830,1812
947,1896
948,1851
999,1819
1066,1822
1082,1820
1109,1862
1167,1832
1280,1882
1287,1853
1290,1900
1318,1805
1339,1876
1366,1885
1380,1860
1401,1826
1463,1844
1517,1897
1625,1809
1668,1907
1713,1850
1715,1871
1729,1894
1745,1840
